section,Authors,Author full names,Author(s) ID,Title,Year,Source title
Biomonitoring,Tegart L.J.; Schiro G.; Dickinson J.L.; Green B.J.; Barberán A.; Marthick J.R.; Bissett A.; Johnston F.H.; Jones P.J.,"Tegart, Lachlan J. (57218368347); Schiro, Gabriele (57204307546); Dickinson, Joanne L. (58710732600); Green, Brett J. (7401824890); Barberán, Albert (35797904100); Marthick, James R. (36570809300); Bissett, Andrew (12782495100); Johnston, Fay H. (7101845773); Jones, Penelope J. (57202861727)",57218368347; 57204307546; 58710732600; 7401824890; 35797904100; 36570809300; 12782495100; 7101845773; 57202861727,Decrypting seasonal patterns of key pollen taxa in cool temperate Australia: A multi-barcode metabarcoding analysis,2024,Environmental Research
Biomonitoring,Hu H.; Wei X.-Y.; Liu L.; Wang Y.-B.; Jia H.-J.; Bu L.-K.; Pei D.-S.,"Hu, Huan (57704199500); Wei, Xing-Yi (57218397718); Liu, Li (57061523200); Wang, Yuan-Bo (57224100202); Jia, Huang-Jie (58118577800); Bu, Ling-Kang (58298958300); Pei, De-Sheng (15848822700)",57704199500; 57218397718; 57061523200; 57224100202; 58118577800; 58298958300; 15848822700,Supervised machine learning improves general applicability of eDNA metabarcoding for reservoir health monitoring,2023,Water Research
Biomonitoring,Li Z.; Li F.; Qin S.; Guo F.; Wang S.; Zhang Y.,"Li, Zhen (58701406700); Li, Feilong (57214075437); Qin, Shan (57899602200); Guo, Fen (56603576200); Wang, Shuping (57194624366); Zhang, Yuan (55937227700)",58701406700; 57214075437; 57899602200; 56603576200; 57194624366; 55937227700,Environmental DNA biomonitoring reveals the human impacts on native and non-native fish communities in subtropical river systems,2024,Journal of Environmental Management
Biomonitoring,Lamperti L.; Sanchez T.; Si Moussi S.; Mouillot D.; Albouy C.; Flück B.; Bruno M.; Valentini A.; Pellissier L.; Manel S.,"Lamperti, Letizia (58572729700); Sanchez, Théophile (57218226684); Si Moussi, Sara (57210375563); Mouillot, David (6701389009); Albouy, Camille (36442358300); Flück, Benjamin (57223198465); Bruno, Morgane (58573332500); Valentini, Alice (12779706000); Pellissier, Loïc (36188727600); Manel, Stéphanie (6602603534)",58572729700; 57218226684; 57210375563; 6701389009; 36442358300; 57223198465; 58573332500; 12779706000; 36188727600; 6602603534,New deep learning-based methods for visualizing ecosystem properties using environmental DNA metabarcoding data,2023,Molecular Ecology Resources
Biomonitoring,Clarke S.J.; Long E.; Biggs J.; Bruce K.; Weatherby A.; Harper L.R.; Hails R.S.,"Clarke, Stewart J. (7402969472); Long, Emily (58635517100); Biggs, Jeremy (7101919615); Bruce, Kat (57201394685); Weatherby, Anita (6506686597); Harper, Lynsey R. (57202267471); Hails, Rosemary S. (57203629426)",7402969472; 58635517100; 7101919615; 57201394685; 6506686597; 57202267471; 57203629426,Co-design of a citizen science study: Unlocking the potential of eDNA for volunteer freshwater monitoring,2023,Ecological Solutions and Evidence
Biomonitoring,Kusumah R.V.; Larashati S.; Priyadi A.; Wibowo K.; Wahyudewantoro G.; Nizar M.; Widoretno M.R.,"Kusumah, Ruby Vidia (36117980300); Larashati, Sekar (57218937414); Priyadi, Agus (36453937400); Wibowo, Kunto (57194501109); Wahyudewantoro, Gema (57199282127); Nizar, Muhammad (58686377300); Widoretno, Mey Ristanti (57579042600)",36117980300; 57218937414; 36453937400; 57194501109; 57199282127; 58686377300; 57579042600,Unveiling the power of environmental DNA: A review of eDNA application to monitoring threatened fish in Indonesian Waters,2023,E3S Web of Conferences
Biomonitoring,Merten Cruz M.; Sauvage T.; Chariton A.; de Freitas T.R.O.,"Merten Cruz, Marcelo (57256752000); Sauvage, Thomas (7004687970); Chariton, Anthony (35572812000); de Freitas, Thales Renato Ochotorena (36958277900)",57256752000; 7004687970; 35572812000; 36958277900,The challenge of implementing environmental DNA metabarcoding to detect elasmobranchs in a resource-limited marine protected area,2023,Journal of Fish Biology
Biomonitoring,Wu L.; Osugi T.; Inagawa T.; Okitsu J.; Sakamoto S.; Minamoto T.,"Wu, Luhan (57823478900); Osugi, Tomonori (55681511900); Inagawa, Takashi (57216881646); Okitsu, Jiro (56146456700); Sakamoto, Shogo (57960629100); Minamoto, Toshifumi (25639837900)",57823478900; 55681511900; 57216881646; 56146456700; 57960629100; 25639837900,Monitoring of multiple fish species by quantitative environmental DNA metabarcoding surveys over two summer seasons,2024,Molecular Ecology Resources
Biomonitoring,Cheng R.; Luo Y.; Li Q.; Zhang Y.; Liu Z.; Chen Q.; Li Y.; Shen Y.,"Cheng, Ruli (57827609900); Luo, Yang (57801519800); Li, Qinghua (58115231400); Zhang, Yufeng (58115803600); Liu, Zhihao (57190093172); Chen, Qiliang (51261032300); Li, Yingwen (57190093638); Shen, Yanjun (57226042363)",57827609900; 57801519800; 58115231400; 58115803600; 57190093172; 51261032300; 57190093638; 57226042363,Application of eDNA metabarcoding for monitoring the fish diversity of the Jiangjin to Fuling section of the upper reaches of the Yangtze River,2023,Hydrobiologia
Biomonitoring,Thomasdotter A.; Shum P.; Mugnai F.; Vingiani M.; Dubut V.; Marschal F.; Abbiati M.; Chenuil A.; Costantini F.,"Thomasdotter, Anna (58496724700); Shum, Peter (56595714300); Mugnai, Francesco (26422443900); Vingiani, Marina (58497196700); Dubut, Vincent (7801666414); Marschal, Florent (57219552351); Abbiati, Marco (6602994861); Chenuil, Anne (6601929850); Costantini, Federica (13612499300)",58496724700; 56595714300; 26422443900; 58497196700; 7801666414; 57219552351; 6602994861; 6601929850; 13612499300,Spineless and overlooked: DNA metabarcoding of autonomous reef monitoring structures reveals intra- and interspecific genetic diversity in Mediterranean invertebrates,2023,Molecular Ecology Resources
Biomonitoring,Rodgers T.W.; Lovich R.E.; Walton J.A.; Prince D.J.; Gonzalez B.R.; Shaffer H.B.; Mock K.E.,"Rodgers, Torrey W. (55415664100); Lovich, Robert E. (24833533000); Walton, James A. (57210466203); Prince, Daniel J. (58090240400); Gonzalez, Bernardo R. (58042650300); Shaffer, H. Bradley (7007036193); Mock, Karen E. (6603757737)",55415664100; 24833533000; 57210466203; 58090240400; 58042650300; 7007036193; 6603757737,"Multiplex qPCR assays for detection of 2 imperiled anuran species, Anaxyrus californicus and Spea hammondii, from environmental DNA",2023,Freshwater Science
Biomonitoring,Burian A.; Bruce K.; Tovela E.; Bakker J.; Balcells L.; Bennett R.; Chordekar S.; Costa H.M.; Crampton-Platt A.; de Boer H.; Ross-Gillespie V.; de Sacramento A.; Sidat N.; Simbine L.; Ready J.; Tang C.; Mauvisseau Q.,"Burian, Alfred (55125857100); Bruce, Kat (57201394685); Tovela, Erica (57879329700); Bakker, Judith (36603990800); Balcells, Laura (58498442300); Bennett, Rhett (53871015200); Chordekar, Sarah (58499034300); Costa, Hugo M. (57212278532); Crampton-Platt, Alex (55758251800); de Boer, Hugo (9039496600); Ross-Gillespie, Vere (54906228200); de Sacramento, Antonio (58498832700); Sidat, Naseeba (57372154300); Simbine, Luisa (57221711675); Ready, Jonathan (14018480200); Tang, Cuong (55005074500); Mauvisseau, Quentin (57193522752)",55125857100; 57201394685; 57879329700; 36603990800; 58498442300; 53871015200; 58499034300; 57212278532; 55758251800; 9039496600; 54906228200; 58498832700; 57372154300; 57221711675; 14018480200; 55005074500; 57193522752,Merging two eDNA metabarcoding approaches and citizen-science-based sampling to facilitate fish community monitoring along vast Sub-Saharan coastlines,2023,Molecular Ecology Resources
Biomonitoring,Abdul Manaff A.H.N.; Hii K.S.; Luo Z.; Liu M.; Law I.K.; Teng S.T.; Akhir M.F.; Gu H.; Leaw C.P.; Lim P.T.,"Abdul Manaff, Aini Hannani Naqiah (58630328900); Hii, Kieng Soon (56448495000); Luo, Zhaohe (55534255300); Liu, Minlu (57217859338); Law, Ing Kuo (57078201100); Teng, Sing Tung (54998343000); Akhir, Mohd Fadzil (55260277800); Gu, Haifeng (14045129400); Leaw, Chui Pin (6508051146); Lim, Po Teen (8875617900)",58630328900; 56448495000; 55534255300; 57217859338; 57078201100; 54998343000; 55260277800; 14045129400; 6508051146; 8875617900,Mapping harmful microalgal species by eDNA monitoring: A large-scale survey across the southwestern South China Sea,2023,Harmful Algae
Biomonitoring,Ershova E.A.; Wangensteen O.S.; Falkenhaug T.,"Ershova, Elizaveta A. (55489919600); Wangensteen, Owen S. (36563101200); Falkenhaug, Tone (6603266437)",55489919600; 36563101200; 6603266437,Mock samples resolve biases in diversity estimates and quantitative interpretation of zooplankton metabarcoding data,2023,Marine Biodiversity
Biomonitoring,Borrego-Ramos M.; Rimet F.; Bécares E.; Blanco S.,"Borrego-Ramos, María (57194194795); Rimet, Frédéric (6602233223); Bécares, Eloy (6603662881); Blanco, Saúl (7005518122)",57194194795; 6602233223; 6603662881; 7005518122,Environmental drivers of genetic variability in common diatom genera: Implications for shallow lake biomonitoring,2023,Ecological Indicators
Biomonitoring,Papaioannou C.; Geladakis G.; Kommata V.; Batargias C.; Lagoumintzis G.,"Papaioannou, Charikleia (56425904800); Geladakis, George (57201498966); Kommata, Vasiliki (57195771734); Batargias, Costas (6506485709); Lagoumintzis, George (6504267671)",56425904800; 57201498966; 57195771734; 6506485709; 6504267671,Insights in Pharmaceutical Pollution: The Prospective Role of eDNA Metabarcoding,2023,Toxics
Biomonitoring,Gutiérrez-López R.; Egeter B.; Paupy C.; Rahola N.; Makanga B.; Jiolle D.; Bourret V.; Melo M.; Loiseau C.,"Gutiérrez-López, Rafael (56578652500); Egeter, Bastian (56512225900); Paupy, Christophe (6506655729); Rahola, Nil (36182487300); Makanga, Boris (55344820700); Jiolle, Davy (56059807400); Bourret, Vincent (15847924400); Melo, Martim (15725969100); Loiseau, Claire (23005221700)",56578652500; 56512225900; 6506655729; 36182487300; 55344820700; 56059807400; 15847924400; 15725969100; 23005221700,Monitoring mosquito richness in an understudied area: can environmental DNA metabarcoding be a complementary approach to adult trapping?,2023,Bulletin of entomological research
Biomonitoring,Lo L.S.H.; Liu X.; Liu H.; Shao M.; Qian P.-Y.; Cheng J.,"Lo, Linus Shing Him (57219228816); Liu, Xuan (57812323700); Liu, Hongbin (8726071200); Shao, Minhua (8980047800); Qian, Pei-Yuan (35240648600); Cheng, Jinping (57967672000)",57219228816; 57812323700; 8726071200; 8980047800; 35240648600; 57967672000,Aquaculture bacterial pathogen database: Pathogen monitoring and screening in coastal waters using environmental DNA,2023,Water Research X
Biomonitoring,Van Driessche C.; Everts T.; Neyrinck S.; Halfmaerten D.; Haegeman A.; Ruttink T.; Bonte D.; Brys R.,"Van Driessche, Charlotte (57659452100); Everts, Teun (57219703241); Neyrinck, Sabrina (24758836300); Halfmaerten, David (6504654987); Haegeman, Annelies (9640122400); Ruttink, Tom (6506272068); Bonte, Dries (6701811038); Brys, Rein (7004198118)",57659452100; 57219703241; 24758836300; 6504654987; 9640122400; 6506272068; 6701811038; 7004198118,Using environmental DNA metabarcoding to monitor fish communities in small rivers and large brooks: Insights on the spatial scale of information,2023,Environmental Research
Biomonitoring,"Saranholi B.H.; Rodriguez-Castro K.G.; Carvalho C.S.; Chahad-Ehlers S.; Gestich C.C.; Andrade S.C.S.; Freitas P.D.; Galetti P.M., Jr.","Saranholi, Bruno H. (57189897305); Rodriguez-Castro, Karen G. (57576836600); Carvalho, Carolina S. (55452117700); Chahad-Ehlers, Samira (6506217622); Gestich, Carla C. (56079371000); Andrade, Sónia C. S. (8984420500); Freitas, Patrícia D. (10042242500); Galetti, Pedro M. (7004425069)",57189897305; 57576836600; 55452117700; 6506217622; 56079371000; 8984420500; 10042242500; 7004425069,Comparing iDNA from mosquitoes and flies to survey mammals in a semi-controlled Neotropical area,2023,Molecular Ecology Resources
Biomonitoring,Prié V.; Danet A.; Valentini A.; Lopes-Lima M.; Taberlet P.; Besnard A.; Roset N.; Gargominy O.; Dejean T.,"Prié, Vincent (35732239500); Danet, Alain (57199173220); Valentini, Alice (12779706000); Lopes-Lima, Manuel (57203756165); Taberlet, Pierre (57218348782); Besnard, Aurélien (16229504000); Roset, Nicolas (23019936800); Gargominy, Olivier (20433382300); Dejean, Tony (37664579200)",35732239500; 57199173220; 12779706000; 57203756165; 57218348782; 16229504000; 23019936800; 20433382300; 37664579200,Conservation assessment based on large-scale monitoring of eDNA: Application to freshwater mussels,2023,Biological Conservation
Biomonitoring,Yip Z.T.; Quek Z.B.R.; Huang D.,"Yip, Zhi Ting (57204356018); Quek, Z. B. Randolph (57205631540); Huang, Danwei (16024502400)",57204356018; 57205631540; 16024502400,Complementary broad-range mitochondrial markers improve eDNA characterization of marine metazoan diversity,2023,Marine Biodiversity
Biomonitoring,Amavet P.; Poletta G.; Odetti L.; Marcó M.V.P.; Siroski P.,"Amavet, Patricia (16644756400); Poletta, Gisela (23394032900); Odetti, Lucía (57202453791); Marcó, María Virginia Parachú (54385578600); Siroski, Pablo (12808331300)",16644756400; 23394032900; 57202453791; 54385578600; 12808331300,"Detection of the maned wolf, a cryptic and vulnerable species, through environmental DNA studies",2023,Journal for Nature Conservation
Biomonitoring,Srivathsan A.; Loh R.K.; Ong E.J.; Lee L.; Ang Y.; Kutty S.N.; Meier R.,"Srivathsan, Amrita (49664091700); Loh, Rebecca Ker (57226892866); Ong, Elliott James (57950592700); Lee, Leshon (57211905102); Ang, Yuchen (24398317400); Kutty, Sujatha Narayanan (16030867500); Meier, Rudolf (35269600400)",49664091700; 57226892866; 57950592700; 57211905102; 24398317400; 16030867500; 35269600400,Network analysis with either Illumina or MinION reveals that detecting vertebrate species requires metabarcoding of iDNA from a diverse fly community,2023,Molecular Ecology
Biomonitoring,Vautier M.; Chardon C.; Goulon C.; Guillard J.; Domaizon I.,"Vautier, Marine (57371578900); Chardon, Cécile (55506123900); Goulon, Chloé (57202832378); Guillard, Jean (7006826415); Domaizon, Isabelle (36963876300)",57371578900; 55506123900; 57202832378; 7006826415; 36963876300,A quantitative eDNA-based approach to monitor fish spawning in lakes: Application to European perch and whitefish,2023,Fisheries Research
Biomonitoring,Peck R.W.; Munstermann M.J.; Hayes M.A.; Atkinson C.T.; Beavers S.C.; Cupp A.R.; Banko P.C.,"Peck, Robert W. (7102214492); Munstermann, Maya J. (57220901757); Hayes, Malia A. (58728710600); Atkinson, Carter T. (58727122100); Beavers, Sallie C. (55964517500); Cupp, Aaron R. (56173969200); Banko, Paul C. (6602820825)",7102214492; 57220901757; 58728710600; 58727122100; 55964517500; 56173969200; 6602820825,Carbon dioxide (CO2) gas and eDNA assessment as tools for eradicating and monitoring invasive fish in anchialine pools in Hawai‘i,2023,Management of Biological Invasions
Biomonitoring,Jacobsen M.W.; Nygaard R.; Hansen B.K.; Broberg M.; Hansen M.M.; Hedeholm R.; Nielsen E.E.,"Jacobsen, Magnus W. (54420280300); Nygaard, Rasmus (56950334800); Hansen, Brian K. (57201528062); Broberg, Mala (57191165310); Hansen, Michael M. (7401874465); Hedeholm, Rasmus (35368440700); Nielsen, Einar E. (7202799497)",54420280300; 56950334800; 57201528062; 57191165310; 7401874465; 35368440700; 7202799497,Observing the Arctic: A comparison of environmental DNA (eDNA) and electrofishing for monitoring Arctic char and Atlantic salmon,2023,Environmental DNA
Biomonitoring,Kalogianni E.; Zogaris S.; Leris I.; Laschou S.; Zimmerman B.; Meek S.; Sargeant S.; Weldon L.; Steer M.D.,"Kalogianni, Eleni (16301393700); Zogaris, Stamatis (12141818600); Leris, Ioannis (37077527700); Laschou, Sofia (14050526400); Zimmerman, Brian (35301508000); Meek, Sarah (57214895928); Sargeant, Stephanie (55498644000); Weldon, Laura (56872732400); Steer, Mark D. (21735135800)",16301393700; 12141818600; 37077527700; 14050526400; 35301508000; 57214895928; 55498644000; 56872732400; 21735135800,New boundaries: Redefining the geographical range of a threatened fish through environmental DNA survey,2023,Environmental DNA
Biomonitoring,Gallage K.S.; Nynatten A.V.; Lujan N.K.; Lovejoy N.R.; Mandrak N.E.,"Gallage, Kavishka S. (57226667809); Nynatten, Alexander Van (58704672300); Lujan, Nathan K. (16031607300); Lovejoy, Nathan R. (7003599192); Mandrak, Nicholas E. (6602101289)",57226667809; 58704672300; 16031607300; 7003599192; 6602101289,Identifying early life stages of Great Lakes fishes using a metabarcoding approach,2023,Canadian Journal of Fisheries and Aquatic Sciences
Biomonitoring,Rey A.; Viard F.; Lizé A.; Corre E.; Valentini A.; Thiriet P.,"Rey, Anaïs (57194519958); Viard, Frédérique (57204281476); Lizé, Anne (14527446600); Corre, Erwan (6602315762); Valentini, Alice (12779706000); Thiriet, Pierre (55628127400)",57194519958; 57204281476; 14527446600; 6602315762; 12779706000; 55628127400,Coastal rocky reef fish monitoring in the context of the Marine Strategy Framework Directive: Environmental DNA metabarcoding complements underwater visual census,2023,Ocean and Coastal Management
Biomonitoring,Li J.; Seeber P.; Axtner J.; Crouthers R.; Groenenberg M.; Koehncke A.; Courtiol A.; Chanratana P.; Greenwood A.D.,"Li, Juan (58611043000); Seeber, Peter (57196083759); Axtner, Jan (16177312300); Crouthers, Rachel (57194184337); Groenenberg, Milou (56732976000); Koehncke, Arnulf (26424715000); Courtiol, Alexandre (25638469900); Chanratana, Pin (57208070414); Greenwood, Alex D. (7102457657)",58611043000; 57196083759; 16177312300; 57194184337; 56732976000; 26424715000; 25638469900; 57208070414; 7102457657,Monitoring terrestrial wildlife by combining hybridization capture and metabarcoding data from waterhole environmental DNA,2023,Biological Conservation
Biomonitoring,Krinitsina A.A.; Omelchenko D.O.; Kasianov A.S.; Karaseva V.S.; Selezneva Y.M.; Chesnokova O.V.; Shirobokov V.A.; Polevova S.V.; Severova E.E.,"Krinitsina, Anastasia A. (8649047500); Omelchenko, Denis O. (37047669900); Kasianov, Artem S. (36844237600); Karaseva, Vera S. (57416313100); Selezneva, Yulia M. (57416185400); Chesnokova, Olga V. (57493645000); Shirobokov, Vitaly A. (58452268500); Polevova, Svetlana V. (6505795389); Severova, Elena E. (7005310027)",8649047500; 37047669900; 36844237600; 57416313100; 57416185400; 57493645000; 58452268500; 6505795389; 7005310027,Aerobiological Monitoring and Metabarcoding of Grass Pollen,2023,Plants
Biomonitoring,Liu Y.; Si M.; Huang Z.; Feng J.; Jiang T.,"Liu, Yingying (57913413800); Si, Man (58258063600); Huang, Zhenglanyi (57209797798); Feng, Jiang (7403884303); Jiang, Tinglei (24279401500)",57913413800; 58258063600; 57209797798; 7403884303; 24279401500,Bats are sentinels for invasive pest surveillance based on DNA metabarcoding,2023,Ecological Indicators
Biomonitoring,Brandão-Dias P.F.; Tank J.L.; Snyder E.D.; Mahl U.H.; Peters B.; Bolster D.; Shogren A.J.; Lamberti G.A.; Bibby K.; Egan S.P.,"Brandão-Dias, Pedro F..P. (57188685410); Tank, Jennifer L. (7004885835); Snyder, Elise D. (58065292900); Mahl, Ursula H. (37061278100); Peters, Brett (57195340274); Bolster, Diogo (57205870864); Shogren, Arial J. (57190765330); Lamberti, Gary A. (7004993649); Bibby, Kyle (36087076200); Egan, Scott P. (14019554700)",57188685410; 7004885835; 58065292900; 37061278100; 57195340274; 57205870864; 57190765330; 7004993649; 36087076200; 14019554700,Suspended Materials Affect Particle Size Distribution and Removal of Environmental DNA in Flowing Waters,2023,Environmental Science and Technology
Biomonitoring,Albonetti L.; Maiello G.; Cariani A.; Carpentieri P.; Ferrari A.; Sbrana A.; Shum P.; Talarico L.; Russo T.; Mariani S.,"Albonetti, Linda (58520538400); Maiello, Giulia (57221344503); Cariani, Alessia (36776658300); Carpentieri, Paolo (8629396600); Ferrari, Alice (57002151000); Sbrana, Alice (57209877901); Shum, Peter (56595714300); Talarico, Lorenzo (57204017426); Russo, Tommaso (55444853500); Mariani, Stefano (23397699900)",58520538400; 57221344503; 36776658300; 8629396600; 57002151000; 57209877901; 56595714300; 57204017426; 55444853500; 23397699900,DNA metabarcoding of trawling bycatch reveals diversity and distribution patterns of sharks and rays in the central Tyrrhenian Sea,2023,ICES Journal of Marine Science
Biomonitoring,Fernandes K.; Bateman P.W.; Saunders B.J.; Bunce M.; Bohmann K.; Nevill P.,"Fernandes, Kristen (57203748640); Bateman, Philip W. (7006469998); Saunders, Benjamin J. (55750339100); Bunce, Michael (55160482300); Bohmann, Kristine (43261173100); Nevill, Paul (25630973000)",57203748640; 7006469998; 55750339100; 55160482300; 43261173100; 25630973000,Use of carrion fly iDNA metabarcoding to monitor invasive and native mammals,2023,Conservation Biology
Biomonitoring,Andersson A.; Zhao L.; Brugel S.; Figueroa D.; Huseby S.,"Andersson, Agneta (7202967767); Zhao, Li (57462481000); Brugel, Sonia (8859141000); Figueroa, Daniela (56681868800); Huseby, Siv (55175777800)",7202967767; 57462481000; 8859141000; 56681868800; 55175777800,Metabarcoding vs Microscopy: Comparison of Methods To Monitor Phytoplankton Communities,2023,ACS ES and T Water
Biomonitoring,Martaeng R.; Obst M.; Kuklinski P.,"Martaeng, Rasmus (58144125500); Obst, Matthias (8688259800); Kuklinski, Piotr (56020441000)",58144125500; 8688259800; 56020441000,Phylogeographic study using autonomous reef monitoring structures indicates fast range expansion of the invasive bryozoan Juxtacribrilina mutabilis,2023,Hydrobiologia
Biomonitoring,Reji Chacko M.; Altermatt F.; Fopp F.; Guisan A.; Keggin T.; Lyet A.; Rey P.-L.; Richards E.; Valentini A.; Waldock C.; Pellissier L.,"Reji Chacko, Merin (57421009800); Altermatt, Florian (16686534500); Fopp, Fabian (57219595152); Guisan, Antoine (6603412393); Keggin, Thomas (57224988459); Lyet, Arnaud (26537814900); Rey, Pierre-Louis (57218416780); Richards, Eilísh (57211638720); Valentini, Alice (12779706000); Waldock, Conor (57203116952); Pellissier, Loïc (36188727600)",57421009800; 16686534500; 57219595152; 6603412393; 57224988459; 26537814900; 57218416780; 57211638720; 12779706000; 57203116952; 36188727600,Catchment-based sampling of river eDNA integrates terrestrial and aquatic biodiversity of alpine landscapes,2023,Oecologia
Biomonitoring,Koda S.A.; McCauley M.; Farrell J.A.; Duffy I.J.; Duffy F.G.; Loesgen S.; Whilde J.; Duffy D.J.,"Koda, Samantha A. (57203925596); McCauley, Mark (56236206800); Farrell, Jessica A. (57218923129); Duffy, Isabelle J. (58662674100); Duffy, Fiona G. (58663437600); Loesgen, Sandra (49361888700); Whilde, Jenny (37066611300); Duffy, David J. (36652535900)",57203925596; 56236206800; 57218923129; 58662674100; 58663437600; 49361888700; 37066611300; 36652535900,A novel eDNA approach for rare species monitoring: Application of long-read shotgun sequencing to Lynx rufus soil pawprints,2023,Biological Conservation
Biomonitoring,Zeng Y.; Chen Z.; Cao J.; Li S.; Xia Z.; Sun Y.; Zhang J.; He P.,"Zeng, Yinqing (58530890800); Chen, Zehua (58606203600); Cao, Jiaxing (57704413400); Li, Shuang (57703956600); Xia, Zhangyi (57704866000); Sun, Yuqing (57221616952); Zhang, Jianheng (37103128700); He, Peimin (57930442200)",58530890800; 58606203600; 57704413400; 57703956600; 57704866000; 57221616952; 37103128700; 57930442200,Revolutionizing early-stage green tide monitoring: eDNA metabarcoding insights into Ulva prolifera and microecology in the South Yellow Sea,2024,Science of the Total Environment
Biomonitoring,Siriarchawatana P.; Harnpicharnchai P.; Phithakrotchanakoon C.; Kitikhun S.; Mayteeworakoon S.; Chunhametha S.; Eurwilaichitr L.; Ingsriswang S.,"Siriarchawatana, Paopit (57221481558); Harnpicharnchai, Piyanun (8742074200); Phithakrotchanakoon, Chitwadee (25638715800); Kitikhun, Supattra (37661582000); Mayteeworakoon, Sermsiri (57195052415); Chunhametha, Suwanee (26666518600); Eurwilaichitr, Lily (6603457548); Ingsriswang, Supawadee (21742654900)",57221481558; 8742074200; 25638715800; 37661582000; 57195052415; 26666518600; 6603457548; 21742654900,Elucidating potential bioindicators from insights in the diversity and assembly processes of prokaryotic and eukaryotic communities in the Mekong River,2024,Environmental Research
Biomonitoring,Leontidou K.; Rubel V.; Stoeck T.,"Leontidou, Kleopatra (57195561215); Rubel, Verena (58536006400); Stoeck, Thorsten (6603680790)",57195561215; 58536006400; 6603680790,Comparing quantile regression spline analyses and supervised machine learning for environmental quality assessment at coastal marine aquaculture installations,2023,PeerJ
Biomonitoring,Jia H.; Ji D.; Zhang L.; Zhang T.; Xian W.; Zhang H.,"Jia, Hui (57219897970); Ji, Dongping (58570116500); Zhang, Libin (55709289400); Zhang, Tao (57188568735); Xian, Weiwei (7004036931); Zhang, Hui (56915053900)",57219897970; 58570116500; 55709289400; 57188568735; 7004036931; 56915053900,Application of environmental DNA technology in marine ranching-case study of Bailong Pearl Bay Demonstration area in Beibu Gulf,2023,Ecological Indicators
Biomonitoring,Choi Y.; Oh H.-J.; Lee D.-H.; Jang M.-H.; Lee K.-L.; Chang K.-H.; Kim H.-W.,"Choi, Yerim (57873631300); Oh, Hye-Ji (57193524214); Lee, Dae-Hee (58513621400); Jang, Min-Ho (7201820142); Lee, Kyung-Lak (57201446081); Chang, Kwang-Hyeon (7404877792); Kim, Hyun-Woo (57206210577)",57873631300; 57193524214; 58513621400; 7201820142; 57201446081; 7404877792; 57206210577,Current Utilization and Further Application of Zooplankton Indices for Ecosystem Health Assessment of Lake Ecosystems,2023,Sustainability (Switzerland)
Biomonitoring,Atteia A.; Bec B.; Gianaroli C.; Serais O.; Quétel I.; Lagarde F.; Gobet A.,"Atteia, Ariane (6603640446); Bec, Béatrice (8927675200); Gianaroli, Camille (58611532900); Serais, Ophélie (15737699500); Quétel, Isaure (58560402100); Lagarde, Franck (7004220200); Gobet, Angélique (18535154700)",6603640446; 8927675200; 58611532900; 15737699500; 58560402100; 7004220200; 18535154700,Evaluation of sequential filtration and centrifugation to capture environmental DNA and survey microbial eukaryotic communities in aquatic environments,2024,Molecular Ecology Resources
Biomonitoring,Vourka A.; Karaouzas I.; Parmakelis A.,"Vourka, Aikaterini (57191903297); Karaouzas, Ioannis (15056005900); Parmakelis, Aristeidis (35550782900)",57191903297; 15056005900; 35550782900,"River benthic macroinvertebrates and environmental DNA metabarcoding: a scoping review of eDNA sampling, extraction, amplification and sequencing methods",2023,Biodiversity and Conservation
Biomonitoring,Warter M.M.; Tetzlaff D.; Ring A.-M.; Christopher J.; Kissener H.L.; Funke E.; Sparmann S.; Mbedi S.; Soulsby C.; Monaghan M.T.,"Warter, Maria Magdalena (57226371686); Tetzlaff, Dörthe (9038954000); Ring, Ann-Marie (58572356700); Christopher, Jan (58788326600); Kissener, Hanna L. (57223892272); Funke, Elisabeth (57209691933); Sparmann, Sarah (58177457400); Mbedi, Susan (8356794200); Soulsby, Chris (7005620600); Monaghan, Michael T. (58787624600)",57226371686; 9038954000; 58572356700; 58788326600; 57223892272; 57209691933; 58177457400; 8356794200; 7005620600; 58787624600,"Environmental DNA, hydrochemistry and stable water isotopes as integrative tracers of urban ecohydrology",2024,Water Research
Biomonitoring,Zixuan E.; Luo P.; Ren C.; Cheng C.; Pan W.; Jiang X.; Jiang F.; Ma B.; Yu S.; Zhang X.; Chen T.; Hu C.,"Zixuan, E. (57482217100); Luo, Peng (57204177849); Ren, Chunhua (24400203000); Cheng, Chuhang (57201995413); Pan, Wenjie (58025469600); Jiang, Xiao (55625989700); Jiang, Fajun (37021334600); Ma, Bo (57299834400); Yu, Suzhong (58557271100); Zhang, Xin (57212045245); Chen, Ting (56115897100); Hu, Chaoqun (7404570243)",57482217100; 57204177849; 24400203000; 57201995413; 58025469600; 55625989700; 37021334600; 57299834400; 58557271100; 57212045245; 56115897100; 7404570243,Applications of Environmental DNA (eDNA) in Monitoring the Endangered Status and Evaluating the Stock Enhancement Effect of Tropical Sea Cucumber Holothuria Scabra,2023,Marine Biotechnology
